No,name,LCD,VF,Density,PLD,Va,ASA
611,c4dt02048k_c4dt02048k2_freeONLY,4.85859,0.4134,1.48917,3.72198,0.277603,421.29
612,c4dt03702b_c4dt03702b2_freeONLY,8.83143,0.7494,0.592358,6.21194,1.26511,3920.45
613,c4ra13058h_c4ra13058h2_freeONLY,5.16068,0.5236,1.40896,4.44688,0.371622,834.226
614,c5cc01886b_c5cc01886b2_freeONLY,3.99847,0.3928,1.86249,2.79613,0.2109,0
615,c5cc04223b_c5cc04223b2_freeONLY,12.29704,0.794,0.522428,9.67035,1.51983,4262.65
616,c5cc06190c_c5cc06190c2_freeONLY,3.47605,0.4728,1.6607,3.16735,0.284699,0
617,c5cc09432a_c5cc09432a2_freeONLY,5.18033,0.4428,1.37926,4.27926,0.321041,620.216
618,c5cc09935h_c5cc09935h2_freeONLY,12.43011,0.6814,1.34061,5.54656,0.508277,1389.1
619,c5cc10203k_c5cc10203k2_freeONLY,16.11055,0.7562,0.594406,7.03802,1.27219,3493.05
620,c5ce00010f_c5ce00010f2_freeONLY,6.25876,0.528,1.22288,3.82372,0.431767,588.198
621,c5ce00326a_c5ce00326a2_freeONLY,3.67541,0.4396,1.79636,2.55648,0.244717,0
622,c5ce00677e_c5ce00677e2_freeONLY,4.08563,0.47,1.45756,3.15599,0.322458,0
623,c5ce00862j_c5ce00862j2_freeONLY,7.29772,0.5566,1.02623,5.9904,0.542374,1295.58
624,c5ce00923e_c5ce00923e2_freeONLY,4.76542,0.4444,1.65148,3.49802,0.269092,476.078
625,c5ce00931f_c5ce00931f2_freeONLY,5.29408,0.5006,1.81161,4.17227,0.276328,752.15
626,c5ce00969c_c5ce00969c2_freeONLY,8.49604,0.5654,1.07244,8.01855,0.52721,1237
627,c5ce01790d_c5ce01790d1_freeONLY,9.18977,0.403,2.12655,4.55461,0.189509,307.709
628,c5ce01948f_c5ce01948f2_freeONLY,5.17559,0.3868,1.89554,4.77124,0.204058,274.107
629,c5ce02194d_c5ce02194d2_freeONLY,6.92785,0.5884,0.95198,5.95944,0.61808,1649.04
630,c5ce02503f_c5ce02503f2_freeONLY,10.62459,0.4748,1.95525,4.17151,0.242833,307.585
631,c5cp03920g_c5cp03920g2_freeONLY,8.5781,0.5914,1.22102,4.08235,0.484347,1356.48
632,c5dt00281h_c5dt00281h2_freeONLY,3.74835,0.3844,1.96839,3.25092,0.195286,0
633,c5dt01100k_c5dt01100k2_freeONLY,8.78314,0.5328,1.75767,8.2453,0.303129,631.294
634,c5dt02374b_c5dt02374b2_freeONLY,4.72175,0.4598,1.99798,3.17335,0.230132,0
635,c5dt02651b_c5dt02651b2_freeONLY,11.24702,0.5074,1.63261,10.84395,0.31079,633.289
636,c5dt03038b_c5dt03038b2_freeONLY,5.30478,0.4788,1.70214,3.89306,0.281293,559.988
637,c5dt03091a_c5dt03091a2_freeONLY,12.70758,0.7176,0.877341,7.22422,0.817926,2153.06
638,c5dt03710g_c5dt03710g2_freeONLY,9.52692,0.6628,1.19983,7.6451,0.55241,1703.84
639,c5dt04943a_c5dt04943a2_freeONLY,11.21193,0.7158,0.805932,5.32052,0.888164,3222.82
640,c5dt05023e_c5dt05023e2_freeONLY,6.45831,0.5442,1.07766,4.45817,0.504982,1260.06
641,c5gc02393a_c5gc02393a2_freeONLY,5.2316,0.5006,1.36048,3.45563,0.367958,634.181
642,c5nj01930c_c5nj01930c2_freeONLY,5.64911,0.4734,1.41828,3.89964,0.333785,475.043
643,c5nj02236c_c5nj02236c2_freeONLY,6.30027,0.5228,1.32173,4.16214,0.395541,973.214
644,c5nj02634b_c5nj02634b2_freeONLY,6.56089,0.6012,0.972386,5.15548,0.618273,1789.21
645,c5nj03044g_c5nj03044g2_freeONLY,5.37347,0.5502,1.19457,3.59404,0.460583,1152.42
646,c5qi00128e_c5qi00128e2_freeONLY,6.58115,0.582,0.993282,3.73125,0.585936,1865.55
